这么急啊[惊喜]反正我知道你的评论留不了多久哈哈	要不您这边给我友情赞助两千块？我给您做个绝育[好奇]，再做个碎蛋der手术	1	0	1
[语塞]说一下吧，我国遵循马克思主义哲学，马哲里意识确实包含风俗，虽然这个彩礼风俗不是什么值得提倡的，但一步跨过去是不现实的，违背于事物的发展趋势，我是男生，我是真的痛恨这些东西，但慢慢改吧，改不了我就出国，房子车子，彩礼，女生自己换位思考一下，如果对方是一个把你规划进未来的男生，你就能明白现在男生一旦和你在谈婚论嫁的时候，甚至恋爱的时候，每天睁眼想到第一想法，我该怎么才能不失去她，挺难的，真的，你说要我这种男生吃软饭，要对方出，我做不到，为啥？因为中国的习俗中的面子，以及以后拌嘴时，女生提起来，这根刺，我忍受不了，[语塞]总结起来就是还是在乎世俗，偏见，女生们，你们在最美丽的年纪如果遇见了和你相当年纪的男生并相爱了的话，多给他们一些包容吧，因为他们大多数人真的一无所有，除了未来。	哈哈哈哈，凡事先问问自己配不配？你是准备入赘吗？天价彩礼人人得而诛之，但是这种还没开始就表明一毛不拔的我得喷一下。	0	0	0
这就是德意志钢铁厂——听冯()说	婚姻、家庭、伦常的本质到底是什么呢？有一句马恩名言可以非常简单的加以回答，那就是“婚姻本质上是一种财产制度”。这帮子评论区急了的女士们，又一次充分说明了这一点。稍有常识的人都知道伦常无疑是有阶级性的，更没有什么自古以来的普遍道德。从历史的角度说道德是不断演变的，这一点尼采的《论道德的系谱》和维柯的《新科学》里都有论述，只不过前者比较装腔作势、后者比较质朴。马恩的相关经典更论述了道德不但从历史的角度上看是不断演变的，即使在特定的某一时间段之内、在一个社会里，在它的不同阶级的道德感也是完全不同的。这些在家私国和宣言里面写着呢，他们说的都很清楚了就不需要我多说了。当然，评论区女士们是热衷于把彩礼当做不可改变的“道德”的。社会的顶层早就意识到了这一点，因为它们从古至今的几千年里一直拥有财产。他们最清楚婚姻、家庭的本质无非是让他们的财产得以维持、得以传承甚至得以扩大。我的两片领地之间隔着另一个伯爵的大庄园，还有他在河上修的一座桥。我打了他六次都不是他的对手，现在他有个独眼的女儿要嫁给我儿子，还愿意拿这个庄园和这座桥当嫁妆。我儿子最好能老老实实的去当他女婿，否则我就自己去当他女婿，再生一个儿子继承领地。这就是贵族伦理观和道德观的基础。几千年来它一直有效，所以即使贵族们已经不再是传统的地主，摇身一变成了资本大亨，上层阶级的伦理观也始终没有变。可假如婚姻本质上是一种财产关系，伦理观说到底就是为了财产保值增值和有序传承。那么对根本没有财产的下层阶级来说这玩意有什么用呢？我是个牧羊人，她是个洗衣妇，我是个京杭运河边拉纤的，她是个卖菜卖鱼的。我们在阳光温暖的春天在河边相遇。后边发生了什么？你们不会找几首中世纪的民歌听听？你们不会找两本明朝的民歌集看看？“可是这道德么？““道德是什么鬼？”我是一个钢铁厂的工人，每天工作12个小时，早七点到晚七点，车间里噪音巨大（我说的是德意志帝国的钢铁厂），工伤频发、非死即伤，还没有什么像样的补偿（我说的是德意志帝国的钢铁厂）。她是一个酒吧的女招待，我下班带回一份厂里下午给的加肉面包，她带回一瓶酒。这时候本堂神父来敲门，表示“兄弟，我们来送婚姻进社区！”“不收费！”“来教堂办婚礼还送肥皂！”我想了很久，要不要在唯一的一个休息日早起起办婚礼好换些肥皂。她看了看我说“你爱找谁结婚找谁结婚，反正别找我！”于是我把门关上了。关上之后屋子里的其他人哈哈大笑，我让他们闭嘴老实睡觉，我还要办正事！这帮子评论区的女士，上不着天，下不着地。想女权又不想解放自己想保守又不敢遵从女德，只能压榨自己的“对象”实现自己的小资梦想，一被戳破就勃然大怒，整个社会是淤泥，就她们是一朵白莲花。全社会都欠他们一笔彩礼。	1	0	0
什么普信女[大笑]	[飙泪笑]正如同我中二时期宣布:因为爱国，我绝不接受牛津剑桥大学的录取根本没想到后来连上个一本都要死要活。。。	0	1	1
淦，多开使不得[尴尬]	为什么现在越来越多的男生不愿意去追女生了？追：被不会撩妹的男人强撩是种怎样的体验？https://www.zhihu.com/question/39501641不追：为什么现在越来越多的大学男生很少去追甚至不愿意去追女生了？https://www.zhihu.com/question/286214489追了后没回复：怎么会有男生追女孩追到一半不追了的？https://www.zhihu.com/question/22527236怕了怕了，我随遇而安吧：为什么现在有些男生都不主动了？https://www.zhihu.com/question/279910987那再试试吧：女生太好追，男生是不是就不会珍惜了？https://www.zhihu.com/question/284033048彻底放弃了：现在的男性为什么不愿意追求女性？https://www.zhihu.com/question/275469667走了狗屎运追到一个，自己节衣缩食给女朋友买口红清购物车各种节送礼发红包：为何大学女生看起来比男生有钱得多？https://www.zhihu.com/question/276010879没有肌肉：是什么导致当今中国男性阴柔之风盛行？https://www.zhihu.com/question/289536491有了肌肉：为什么有些女生会觉得肌肉男恶心？https://www.zhihu.com/question/289965964想和女友一起打拼未来：怎么看待「女生们凭什么要拿自己的青春跟你一起奋斗」的说法？https://www.zhihu.com/question/29820250不打拼：男朋友是废柴，到底要不要跟他分手？https://www.zhihu.com/question/33130776	0	0	0
所以是两个家庭的事	一定要顾及家庭，男方女方不顾及家人不合理，应该是以两个人为基础建立的一个两个家庭的一个双方关系，彩礼可以给，你能力够想给多点没事，你压力大，对面家庭也必须考虑下男方经济，不能死命奉钱结婚，男的真不容易，女孩子是家里的宝，男孩子又何尝不是呢	0	0	1
毕业养活不了自己想靠父母贴补，这就是客观上的啃老，依赖老人，可笑现在的人已经把这当成理所当然了？为什么呢？[尴尬]因为存在的太普遍了，或者像你都不把这作为啃老了。可你想想，父母挣下的钱凭什么要供我们挥霍，买房买车彩礼娶妻现在甚至理所当然不是看我们个人如何，而是很大程度看父母的积累。这是一种多么畸形的状态啊！[尴尬][尴尬][尴尬]也许是我病了。。。。。我真的觉得这种理所当然要父母资助。。。。。	啃老不是说的那种游手好闲只靠父母的钱生活的吗？毕业之后几年里可能没有办法完全经济独立叭？不可能一毕业就可以靠自己买房了叭？你的工资是固定的你租房要租金，生活水电，一日三餐还有额外花销真的能完全经济独立吗？	0	0	1
按你这个说法，意思如果女方生孩子不随女方，男的应该全负责？女的可以直接做甩手掌柜？	那这样吧。你和我生个孩子，随你姓，你自己负全责ok？	0	0	1
他们其实挺矛盾的，对于物化女性这个概念也是时有时无，要钱了就开始物化自己，不要钱了就装白莲花	干嘛要跟她争论，她自己把自己子宫物化成物品出售，还怪人家和她搞价，单着呗。确实，付不起彩礼的男的才会在网上跳脚。但是同样的，女的收不到彩礼，同样也会在彩礼的问题上跳脚。谈买卖讲究个双方自愿，我愿意付彩礼，但不愿意为你这种女人付彩礼，就是这个差别。	0	0	1
你怎么想对我不重要你完全可以按照自己的意愿寻找跟你想法一致的她至于她们怎么想也不重要因为愿意出彩礼的人不差你一个大有人在大家寻找同类就好了没有那么复杂	你这套还是留着教你儿子吧[惊喜]	0	1	1
昨天川普也给我转了钱，要我过完年去刺杀拜登，好让他卷土重来，可是我想到拜登拉裤里我就觉得恶心，要不还是把钱打给秦始皇吧，等他兵马俑复活了封我当将军。	有，而且非常多[惊喜]	0	1	0
1.你没说过生孩子是给男方生的？你确定你没说过？？你要不要回头看看你上条回复？？2.中国千千万万女性嫁到男方家里照顾一家老小那是上一辈的事情了[微笑](可能现在部分落后地区的农村还要延续)，跟我以后找对象结婚一点关系都没有，完全不必拿别人以前的事作为考量我以后生活的标准。3.生孩子确实要女方遭罪，但是前提是女方自愿与男方共同抚育子女，没有谁不愿意，谁逼谁生的这一说。而且我也没说我以后结婚要孩子的话不会给女方补偿之类的。4.我没说我不给彩礼，但是我并不觉得不愿意给彩礼的那些男方以及男方家庭有什么问题。我很恶心一种人，就是自己想要彩礼的女的，她看那些不愿意给彩礼的男的就不顺眼，就想骂，就阴阳怪气的说三道四。话说到底她不找那些人不就行了吗？离远点不就行了吗？非要把别人贬低一通显示自己比别人优越？不过是择偶观婚姻观不同，哪有什么高低贵贱？5.为啥不要彩礼了姑娘就会在婆家受气？要不要彩礼和姑娘在婆家受不受气有什么关系？6.姑娘为什么要嫁到婆家去？不应该是姑娘小伙两人成立新家吗？成立新家脱离原生家庭，时不时回双方父母家探望才是正常情况吧？	结婚干嘛，不结婚挺好的，没有彩礼，没有经济纠纷。一人吃饱，全家不饿。	0	0	1
很简单，她们要你做奴隶，要房车钱，最后你要的后代都不想给你，理由生孩子会影响她们过潇洒日子，还有一些女的就纯粹被带着起哄的。这种要求就真nm离谱	无论哪个平台，在婚恋和彩礼话题里女的永远是最多的，一边喊着不婚不育，一边又天天往婚恋和彩礼话题里钻，我都不知道她们想干什么？[捂脸]	0	0	0
那你得跟国家去请求啊，你叫国家不这样做不就行了？还有我的观点中也没表达没十几万彩礼就不结婚了，很多家庭彩礼嫁妆也都是提前商量好的，你非要拿着人家不合理不道德的例子往自己身上套干什么呢？	那既然如此为什么不拿个空卡走过场呢？没有区别，为啥非得给彩礼呢？钱在男方那就那么让女没有安全感？都是夫妻二人为了小家，为啥出不起十几万彩礼钱就不结婚了呢？	0	0	1
你这种觉得一起奋斗的人没错，只是国女根本就没多少你这种的。绝大多数都是：结婚好委屈哦，生育好委屈哦嘤嘤嘤，那你快点给钱我，或者对我好点，工资给我，不然就不公平，小仙女就要公平呢。可是吧，我就不懂了，那么委屈那别结婚不生育不就是了，可是一边说委屈，一边还这么逼自己结婚收彩礼的逻辑我是真不懂，人家欧美的那么平等也结婚也生育，也没见人家收彩礼啊，而且要是人家看到男性给钱她，她们还会生气呢，觉得是歧视。所以国内的女拳，其实根本不需要平权，她们要的是特权[捂脸]	啊，其实不是这样的。作为您口中的反育人士，我只是觉得现在女性因为生育给生理，工作，生活带来的不便太多了。我希望能够和男士一样追求事业，追求理想，追求精神生活的富足。【当然，您肯定会说男士被彩礼房车压的喘不过气来，我的观点是权利义务对等，既然我要求我作为女性要选择独立，那我固然不会要求男士房车以及彩礼，我希望两个人一起奋斗拥有安稳的生活。】	0	0	0
